"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Liechtenstein","Switzerland","Spain","Portugal","Germany","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Mongolia",2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.4037,0,9,0,0,0,9,0,0,0,0,9,0,0,0,9,9,9,0.0792,9,0.4585,0,3.3691,0.6323,0.0377,0.8957,0,3.4369,0.0103,0.0979,20.6665,0,0,0.7937,7.3748,4.7596,5.453,1.1508,0.0002,0,5.1503,0,0.0195,0,1.0395,0,0.7012,0.018,0.0336,0.4219,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6033,0,0,9,0.019,0,0.0022,0,0,0.0015,0,0.0834,0,0,0,0,9,0,0,0,0,19.7186,0,0,0,0,2.2143,1.6202,0,0.0615,9,9,0,0,0,0,0,0,0.211,0.132,0,9,0.0001,0,0.116,9.0346,0.0021,0,0,9,0
"Taiwan",12357.3,1309.7979,1.4746,0.0051,8.8009,26.6735,12.2426,13.0811,6.6464,0.648,1.3837,1.353,2.0144,0,0.6893,0,3.7925,22.96,0,10.452,0,53.8539,21.8487,20.3409,4.55,2.0316,4.4493,29.9736,50.211,312.1451,2.9004,60.4764,198.1,33.378,9.733,1395.2066,116.7383,495.6339,88.2559,1.7764,964,0,71.8608,681.0005,82.1505,1428.304,0,0,0,318.7185,0,4.5451,406.8929,11.4842,7.0614,54.547,153.9131,46.5459,3.2282,0.0869,9.6758,101.7727,161.3054,132.1826,93.3142,4.2376,0,0.0417,2.2277,0.4037,2.2802,28.5619,2.3116,3.8803,1.9644,0.584,14.0525,4.2129,5.6489,56.9211,1.9656,10.6583,0,8.1612,94.6618,1.2221,8.3032,3.3717,1.8511,9.2092,3.3169,0,16.2364,0.7936,0,0.6605,2.555,0,2.244,1.9508,3.3837,14.4109,0,0,0,0,0,0,1.4519,0.0421,73.4628,0.8244,25.618,0,12.3344,63.87,2.3221,175.6,111,21.9348,133.405,0,55.1504,24.9884,79.7,978.5466,0,35.235,0,335.7202,0,66.1273,327.3841,61.7009,7.8296,1934.6901,0,0,4.4927,204,6955.016,299.7864,0,3.9022,0,2.9691,150.1403,0.145,5.375,1393.1216,0,0.0387,12.289,988.0455,690.3273,0,625.2853,496.5612,175.303,6.2536,78.6485,0.3254,0.0702,29.1595,1.2674
"North Korea",0,0.5753,0.0207,0,0,1.1794,1.0018,0.1871,0,0.0035,9.0096,0,0.0419,0,0,18.249,0,0,0,0,1.8364,0.0621,0,0.5319,0.0171,1.2749,0,9,0.9878,0.0143,0.7667,0.985,0,1.6346,0.132,8.6381,0.6829,3.8722,8.6452,0.5148,2.2826,0,3.3524,14.0509,0.1352,12.8494,0,0,2.5314,23.5111,6.8253,6.0657,17.3555,0.2406,0,13.3146,0.5183,2.3595,0,10.8301,0,2.9447,8.6623,2.9508,0.2829,0,0,0,9,0,0,0,0.3878,0.2548,0.0001,0,0.0257,0,0,9,9,0,0.406,0.1653,1.0706,0.0488,0,0,0.2314,0.0869,0,0,0.6316,0.0777,0,9.1309,9.3545,2.2227,0,9.789,0.2878,0.8209,9,0,0,0,0,0,0,0,2.1257,9,9,0,88.5072,0.652,0,114.73,24.757,0,4.0822,0,9,0.0957,0,6.7269,0,0.3686,0,0,9,9,0,9.0026,0,268.4554,0,4.4927,0,0,104.6751,1.4786,0,0.0746,16.1694,0.3035,0.077,9,0,13.7795,0,9,0.5883,19.7332,30.3144,9,8.1212,14.747,97.717,0.387,0.7877,0,0,0,0
"South Korea",2340.7,657.507,69.5576,0,5.0997,26.6597,12.4923,7.8404,5.9768,29.0641,0.7184,4.6365,0.9152,0,0.0542,60.9367,0.3875,11.6021,9.6,7.0615,2.4,31.7751,72.9457,11.8535,17.4863,0.9777,1.3608,9.6,87.0495,601.7181,2.5117,43.9922,208.5,10.53,5.105,497.4252,7.9822,95.3539,231.2503,13.7697,137.0175,0,280.1172,441.2253,41.0036,653.752,0,0,7.0206,111.9133,56.206,20.1801,352.3017,5.8022,0,236.084,42.6643,25.0507,0,0.6,0,52.2676,190.0574,42.0253,15.0337,7.4366,0,0.0022,0,0.5192,0.8631,10.4293,7.8063,3.123,0.1171,0.5546,4.1767,0.5501,0,370.1168,3.0327,22.0807,3.917,15.3923,52.771,16.7644,1.0627,0.0201,1.5536,2.7543,11.122,11.541,2.1642,1.7477,2.37,0.9484,4.1728,12.48,24.9942,1.0813,3.2658,4.7537,1.2,0,0,0,0,7.2,3.0218,0.0533,23.7625,0.3185,20.1929,58.214,2.328,104.612,1.1047,197.7,136.012,0,20.281,15.6,60.0988,1.1454,9.8,934.0961,0,27.5476,0,374,50.914,170.2242,620.4,1349.4757,40.3227,196.3052,0,204,0,0,6830.99,42.2639,0,32.0996,153.6628,19.7268,103.7846,0.321,18.0733,581.1227,0,0,26.379,844.2554,879.4947,262.5669,228.7881,608.8532,1562.1578,105.2028,297.1531,0.1964,7.2254,14.4248,1.1835
"Japan",40227.977,406.6924,456.1047,15.0769,16.9319,205.4401,79.8114,27.6473,36.7712,5.1804,6.3433,15.0068,1.6413,0,4.1003,501.9082,0.7349,50.8312,10.097,37.582,26.6784,146.48,38.9932,219.1856,323.611,3.518,4.2855,62.097,492.687,1413.821,49.6515,197.574,1048.0032,409.382,14.3221,6805.9322,518.79,2835.6286,831.9898,49.5406,1725.3149,0,1037.6675,2983.5609,446.361,8823.481,0,0,22.5108,1514.2685,33.8801,59.0724,793.1724,64.1337,8.5025,363.9062,1019.7504,291.3379,25.0431,1.7074,551.0774,1283.6541,1486.419,545.5152,159.6144,9.2244,0,2.0972,13.4526,0.194,56.8655,6.3107,26.4132,8.2279,110.3287,23.1267,8.9148,13.6272,12.8752,1192.2693,7.6078,9.5498,24.4444,77.8435,242.0584,69.888,7.8957,5.827,22.2324,0.7624,19.9376,222.4236,60.5254,14.0974,17.5695,8.7337,11.5855,20.2709,20.8037,26.8977,352.5685,64.3184,4.8497,366.5037,0,1.0396,22.377,1.084,5.0413,4.0381,92.8005,10.8111,110.3661,292.1698,81.0593,244.2035,17.3139,1533.0793,852.424,595.1959,222.4832,74.5834,94.0514,53.9852,335.7264,6806.3425,0,10.958,0,1252.8036,198.8365,1907.6752,7452.0742,1505.0956,130.9303,4400.6752,2.2143,6955.016,104.6751,6830.99,0,273.9193,0,339.3997,411.2012,69.0979,190.5641,0.2072,107.3488,5979.6191,1.5575,16.5827,428.3897,1643.9082,8681.9629,1132.0911,247.104,7289.0905,4320.2223,156.2068,250.4037,168.2881,21.22,51.461,6.4324
"India",786.5593,97.7337,0.4236,2.4837,0.1335,0.3408,0.4598,1.2303,1.3488,0.3208,0.0402,0.0429,0.0693,0.0184,0.0098,57.5966,0.155,0.9724,0.2403,0.2693,5.0807,1.1019,0.4216,23.1636,13.8451,0.1389,0.7525,0.0807,19.7201,207.2308,0.1938,0.5955,52.0788,51.6756,0.792,237.6089,23.4213,125.9745,1156.1758,68.8442,56.9451,0,22.7609,186.8293,25.0318,255.0679,0,0,36.1449,98.4727,32.3878,11.537,97.3804,8.1589,0.0061,53.4391,22.0269,10.0472,13.3665,5.5006,1832.6483,17.2854,87.2065,9.2615,42.2887,1.3973,0,8.2464,13.9689,0,0.3397,4.2447,84.8249,0.7977,1.1385,0.0883,4.1525,6.6111,0.1886,1.837,0.3018,5.5252,16.738,2.4927,46.7217,0.2395,4.0991,0.2396,0.3526,60.7556,12.5401,11.0615,12.2731,5.2999,3.38,0.0392,2.5412,26.4262,0.4315,7.2336,77.6275,1.0752,4.7714,0,0.0941,2.7452,0.719,1.5856,3.273,0.2272,62.1878,2.4921,205.0637,5.3138,31.2441,15.4953,16.1807,376.5073,15.0841,347.9035,23.8934,11.4687,1.7393,156.3223,24.4481,1211.6233,0,0.903,0,345.1566,144.3809,5.8766,501.6599,35.7005,50.593,66.3418,1.6202,299.7864,1.4786,42.2639,273.9193,0,0,0.8349,155.007,88.708,95.9491,6.516,43.4237,481.997,1.44,0.2936,55.1532,330.5369,314.6023,1.2513,82.8922,21.7121,516.8241,1.6567,31.3361,0.047,1.1616,0.0089,0.0308
"Bhutan",0.4,0.0034,0,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9.0561,0,0,0,9.111,0,1.2065,9,0,0,0,0,0,0.1514,0.1254,0,0.7246,0,0,0,0.1139,0,0,0.0701,0,0,9,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326,0,0,0,0,0,0,0,0.2267,7.2956,0,0,0,0,0,0,0,0,0.0078,0,0,0,82.597,0.0776,9,0,0,0,0,0
"Pakistan",290.1404,2.2683,0.0928,0.0005,0.9057,0.1076,0.3395,0.0579,0.0385,0.0024,9.0015,0,9.0026,0,0,1.4688,0.001,1.3566,0.1192,0.0612,0.5352,0.0356,0.2585,0.1484,7.2439,0.126,0.2311,0.4439,2.7877,21.6765,4.2175,0.7772,0.9466,6.9222,0.0463,63.0859,5.3853,18.8919,31.2398,1.8602,87.0464,0,144.5508,83.5263,44.2285,83.3094,0,0,23.6638,16.2635,2.1225,16.7259,61.4283,1.3733,0.0064,7.9948,4.6063,12.0636,51.5429,17.8171,19.5001,5.6077,10.1683,6.3587,30.917,0.4474,0,0,2.481,0,0.9845,0.0695,20.8888,2.4634,4.3263,11.2592,23.0989,8.9946,9,6.2665,0.2015,0.6835,3.171,14.261,0.3912,0.169,0.0107,0.0764,4.5658,0.4502,5.4,75.7564,12.2807,0.7123,2.6529,2.1726,0.9734,0.4645,0,0,0.5989,0.6511,6.4636,0.2251,0,2.5975,2.0191,0.0387,0.2568,0.4992,25.4271,0.2728,3.0093,20.8791,5.1406,3.8482,2.0681,122.8011,41.3219,7.6189,6.6511,1.9172,1.8891,19.0886,0.0038,356.4232,0,17.305,0,425.2898,53.5563,14.815,22.9697,4.5968,4.1825,252.8743,0.0615,3.9022,0.0746,32.0996,339.3997,0.8349,0.2267,0,31.9044,1.1926,13.7869,0.6615,1.7038,10.0654,2.5249,0.0182,0.3494,203.9223,144.3624,0.0216,50.8879,16.2165,86.9852,1.7732,4.262,9,0,0.3064,0.036
"Bangladesh",407.8325,84.6388,0,9,0,0,0.1094,0.0689,0.0117,0,0.034,0,9,0,9,0.7458,0,1.7521,0,9,9.1408,9,0.0989,1.5774,0,0,0,9,0.3589,1.2654,0.0356,0.1036,0.1425,13.3806,1.862,11.2663,0.1594,92.5626,47.3128,2.8172,44.5729,0,44.1023,5.0605,1.5128,2.1315,0,0,3.7593,0.6055,22.0805,16.977,130.077,0.2117,0.1316,7.3236,0.0427,0.1696,3.6474,0.1673,27.0757,15.1968,16.7325,19.1545,81.6407,0.1337,0,0,0,0,0,0,0.1176,1.2855,0.3403,0.2387,1.8915,0.1393,9,0,0,1.5575,4.97,28.5495,0.8077,0.0493,0,9,0.0037,9.2665,1.3083,1.4953,2.8012,0.6324,0.0119,0,9,10.414,9,4.251,10.8998,2.3354,0,0,0,9,9.0287,3.0579,0.5821,9,0.0089,0,15.7101,1.161,3.4971,0.388,27.0596,25.9282,16.0163,3.9619,17.1631,9.5287,0.0505,3.0271,0,52.2563,0,5.1096,0,10.6013,1.7713,0.0903,93.4548,0.8963,0.7498,100.1199,9,0,16.1694,153.6628,411.2012,155.007,7.2956,31.9044,0,0.6072,0.8726,0,13.6275,34.7644,0,0.1494,5.8767,36.1194,360.5865,0.2942,1.1833,53.171,38.0654,0.8501,1.1427,0,0.0302,0,0.1635
"Myanmar",3.3088,0.3911,0,9,0,0,0,0.0334,0,0,0,0,0,0,0,0.5957,9,9,0,0,0,0,9,0.051,0,0,0,0,0,0.002,0.0146,0,0,0.028,9,17.6881,0.007,14.1594,0.9249,0.0551,8.5332,0,15.4913,0.3056,0.33,21.4474,0,0,0.0161,3.3959,0.0002,4.8189,5.6025,0,0,15.4937,0.0504,0.1684,0,2.8248,3.5003,0.6044,0.8598,4.4547,3.4924,0.0424,0,0,0,0,1.7964,0,0.7091,9,9,0,0,0,9,0,0.1586,0,9,0,0.0023,0,0,0,9,9,0,0,0.0284,0,0,0,0,0,0,9,0,0.0011,0,0,0.4485,0,0,0,0,9,3.5718,0,1.6859,0,0,0,0.0014,1.6488,0.4019,0,0.3083,9,0.0416,0.008,0.1706,0.1685,0,0,0,0.5794,0.0443,9,0,1.9922,0,42.1887,9,2.9691,0.3035,19.7268,69.0979,88.708,0,1.1926,0.6072,0,6.3751,2.188,0,111.9592,0,0,0.6349,14.2122,53.5139,0,1.7086,1.6647,20.5982,0,0.1385,0,0,0,0
"Sri Lanka",318.7802,20.777,0.004,0.0142,0,0,0.1166,0.0214,0.4165,1.3717,0.0107,0.0559,0.0819,0.0452,0,20.2763,0.008,5.8553,0,0.2713,0,0.1096,0.1625,11.9071,0.0074,0.0535,0,0,0.914,2.2219,0.1331,0.1931,3.2979,0.6971,0.831,32.5992,2.1486,52.6691,45.1326,2.6874,28.742,0,3.0045,4.2281,1.9966,273.3537,0,0,0.5552,6.3785,3.4754,2.5389,18.7001,0.2071,0.0036,1.4058,2.6585,4.2746,1.9066,1.3674,41.1239,2.9357,21.7639,0.4999,4.8009,0.1022,0,0,0,0,0.0341,0.0274,0.0106,0.0678,0.0029,0,0.0239,0.0127,0,0.0129,0.0155,23.2804,0.0138,0.0161,1.6773,0.0199,0.0682,0.007,0,0.6665,0,2.0019,0.0564,0.0088,0,0.0184,0.136,1.949,0,0.0582,0.0961,2.1412,0.0098,71.0557,0.0227,0.0068,0.0002,0.0125,0,0,0.5954,0.0605,2.6444,0,15.2819,21.156,0.0035,169.7701,14.3594,39.452,72.3254,27.5458,6.3715,7.9269,2.6913,11.6824,0,10.3338,0,2.8584,8.7307,1.4898,12.7687,1.4901,1.9919,110.8551,0,150.1403,0.077,103.7846,190.5641,95.9491,0,13.7869,0.8726,6.3751,0,3.312,2.7655,55.0084,0.4735,9,7.905,111.7238,69.9602,0.0445,3.9784,38.8521,11.3208,0.0818,23.2076,0.0003,0.0311,1.1473,0.016
"Maldives",16.245,0.5888,9,0,0,0,0,0,9,0,0,9,0,0,0,0.0463,0,0,0,0,0,9,9.003,0.015,0,0,0,0,0.039,9.001,0,0,9,0.001,0,8.1889,0.085,0.1237,0.151,0.009,0.885,0,0.0319,0.0006,0.003,8.6112,0,0,0,0.0318,0,9,0.0726,0.0007,9,0.029,0.026,9,9.005,0,0.006,0.138,0.03,0.0153,0.0461,0.097,0,0,0,0,9,9,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0,0,0.1751,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,9,0.015,9.004,9,0,9,9,0,0.1189,0,9,0,0.001,0.001,9,0.738,9,0,0.1697,0,0.145,9,0.321,0.2072,6.516,0,0.6615,0,2.188,3.312,0,0,18.8944,0,9,9,2.1877,76.4383,0,0,0.2083,0.2118,0,0.0761,0,9.0055,0,0
"Nepal",36.3809,0.152,0,0,0,0,9,0,0.0068,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.0504,0,0,0,9,0.6684,1.8744,9.0062,0,0,0.0018,0,4.3472,1.0486,0.5057,5.8893,0.3507,23.9987,0,7.9131,0.5276,0.0072,66.0426,0,0,5.2033,2.0386,0,0.1098,0.1963,0.0416,0,1.2822,0.2069,0.0157,0,3.4414,9,4.9141,1.8182,0.298,5.9617,0.1018,0,0,0,0,0,0,0,9,9.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521,9,0,9,0,9,0,0,9,0.0237,0,9,0,0,0,0,0.0006,0,0.0003,0.0187,0,0,0.8857,0,0,9,0.049,0,0.0287,0,0,0,0,0.0063,0,0,0,0,0,0,0,0.0762,0,38.0855,0,5.375,0,18.0733,107.3488,43.4237,0,1.7038,13.6275,0,2.7655,0,0,39.6879,0,0,9,3.6787,81.182,0,0.0218,0,3.5814,0,30.0792,0,0,0,0
"Thailand",1988.5579,10.7235,0.6668,33.4322,0.1592,1.8548,3.1324,1.2842,1.8516,0.9133,0.6454,0,9.3067,0,0,25.0136,0.116,0.288,0.077,0.0321,0.2272,4.2789,1.2685,11.4688,60.4755,0.3464,1.1777,5.2729,15.1576,329.8727,0.0322,0.9946,35.4618,121.0577,0.6786,39.0823,10.2293,380.8776,146.0911,8.6989,39.2254,0,363.5312,146.2639,82.6967,321.1164,0,0,105.3967,13.9343,34.1439,65.2533,47.7175,4.4935,0.0461,0.9143,6.0931,7.3083,13.8227,12.8695,66.286,22.3593,150.6956,28.2639,16.6795,1.0624,0,0.1199,2.9127,0,8.594,6.3255,48.4409,21.0686,6.0565,0.9493,15.3417,0,2.0669,3.945,1.3735,5.5942,3.2801,7.1864,4.2881,12.0236,1.3176,4.3292,1.242,7.7697,0.3641,1.2167,1.0093,0.095,1.62,19.148,6.4008,0.2963,11.8994,69.678,84.5273,1.6733,0.0432,0.0504,0,0.0674,0.9836,33.0155,9.2538,0,17.0766,28.257,17.2512,5.8505,6.4707,38.1466,58.1091,94.8709,37.0582,5.0855,44.3956,29.0876,28.1044,8.0793,82.6889,139.6531,0,43.4922,0,27.7018,23.0001,47.8427,7.6417,111.2476,4.1303,721.3726,0,1393.1216,13.7795,581.1227,5979.6191,481.997,0,10.0654,34.7644,111.9592,55.0084,18.8944,39.6879,0,8.4993,27.9863,76.8201,423.0725,809.9859,141.074,41.1561,13.8924,147.5268,6.8663,56.5639,0,0.1671,12.9395,0.0544
"Cambodia",0,0.0171,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1551,0,0,0,0,0,9,0,0,0,0,0,0,0.1749,0.0231,9,0.0055,0,0.2487,0,0.8545,0.0039,1.4408,0.1699,0.0101,1.9486,0,0.1204,0.0914,0.0137,7.8177,0,0,0,0.0011,0,0.4289,0.1421,0,0,0.3078,0.0183,0,0,0,0,0,0.1356,0.0379,0.0107,0,0,0,0,0,9,9,0.0569,0,9,9,0,0,0,0,0,9,9,0,0.0547,9,0,0,9,9,0,0,0,0,9,0,0,9,0,0,0.0054,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.0438,0,0,0,0,1.9447,0,9,0,0,0,9,0,9,0,3.134,0,0,0,0,1.5575,1.44,0,2.5249,0,0,0.4735,0,0,8.4993,0,0,2.3629,16.2208,0,9,1.7175,10.6606,1.2189,9,0.0782,0,0,0,0
"Laos",1,1.0041,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0049,9,0,0,0,0,0,0.4312,0.1573,9,0,9,0.198,0,2.2816,0.0247,1.1241,0.387,0.023,0.4008,0,0.0501,0,0.0018,0.9241,0,0,0,0.375,0,0.3676,0.4558,0,9,0,0.043,0,9,0,9.0148,0.5653,2.8209,0.2,0.0306,0,0,0,0,0,0,0,0,9.0007,9,9,0,0,0,0,0,0,9,0,0,9,9,0,9,0,0,0,0,0,9,0,9,0,0,0.075,0,0.0004,0,0.6652,0,9,0,9,9,0,9,0,9,0,0,0,0,0,0.812,9,0.004,9,9,0.0027,0,0.0986,0,9,0,0,0,0,0,0,0,9.4892,0,0.0387,9,0,16.5827,0.2936,0,0.0182,0.1494,0,9,9,0,27.9863,0,0,13.6775,0.3421,0,0,0.0348,0.062,1.191,9,0.0547,0,0,0,9
"Vietnam",0.561,10.5544,0,5.7311,0,0,0,0.046,9,0,9.0094,0,0,0,0,6.0928,0,0,9,9,0,9,0,0.682,13.891,0,0,9,3.4584,2.981,0,0,0,0.004,0.059,1.9873,0.0944,5.1837,6.2763,0.3737,90.7196,0,8.7142,3.6161,0.5066,76.3122,0,0,13.8158,12.5058,42.7845,9.5842,4.2884,0.0051,1.6819,2.566,0.3985,0,15.9858,11.883,709.076,0.1615,11.473,0.7768,0.2395,0,0,0,0,0,0,0,16.6918,0.6608,3.8818,1.2231,0,0,0,0,9,9,1.519,2.6959,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9.0187,0,0.0082,2.413,9,0,0,0,0,0,0,0,0.0581,9,0,4.146,5.6634,1.888,0,19.393,0,4.3736,0.13,0,0,3.1083,0,0.1874,0,0,0,0,0,9,0.331,0,0,3.7462,0.211,12.289,0.5883,26.379,428.3897,55.1532,0,0.3494,5.8767,0.6349,7.905,9,9,76.8201,2.3629,13.6775,0,44.6117,302.459,0,110.2521,32.4972,5.2792,0,0.1901,9,0,0,0
"Malaysia",552.0532,73.6472,0.3209,0.0076,7.826,1.6661,1.2383,0.1914,0.284,4.9285,0.0377,0.0013,0.0126,2.0568,0.0101,8.2783,1.4385,6.2341,0.6891,0.6768,0.0393,1.161,13.8987,1.709,8.6371,0.135,0.3573,1.1171,2.24,189.627,9.7541,1.6771,36.1384,128.3976,0.0912,213.2802,21.8702,294.3628,28.2103,1.6798,199.9138,0,320.4613,166.4267,19.2822,169.6402,0,0,26.5342,43.9381,3.0442,15.4535,48.675,3.1797,0.2075,81.3479,24.529,6.5932,4.473,2.4361,70.442,16.8904,124.6504,4.5077,12.0215,0.7557,0,0.0159,0.0163,0,0.8107,1.4117,0.5633,0.8831,0.3302,1.8225,6.3092,0.0104,1.5651,1.8614,0.23,0.2909,1.8604,2.1812,8.961,0.5311,0.2882,0.1269,0.1201,2.6744,0.4412,31.5014,3.3773,0.063,0.0421,2.8749,0.2247,0.3786,1.3171,21.2857,60.0238,9.8742,5.3962,1.9442,0.0283,0.0015,0.0318,3.9159,1.8533,0.2668,28.4076,1.2693,0.9062,10.1112,12.5586,0.5922,11.3075,13.7604,101.9683,38.5959,79.6129,11.1406,5.5774,5.6076,0.0011,18.1947,0,43.8727,0,9.2407,3.9845,3.6453,111.4042,24.8921,3.8936,291.3906,0.132,988.0455,19.7332,844.2554,1643.9082,330.5369,0.0078,203.9223,36.1194,14.2122,111.7238,2.1877,3.6787,423.0725,16.2208,0.3421,44.6117,0,3948.5977,101.4781,131.4675,26.0163,443.0626,8.1018,116.464,0.0704,0.2286,25.1563,0.1007
"Singapore",295.8453,160.0887,34.2109,0,0.1886,0.3368,1.4362,2.5912,0.9308,0.0911,9.1947,0,2.7849,0,0,3.2951,0.44,0.1386,7.6173,0.959,0,1.0385,95.3361,8.1591,85.3848,0.0066,0.2258,0.0358,6.8171,273.003,0.0415,8.6484,69.3598,7.9834,0.9829,32.8927,8.5872,29.7155,107.6595,6.4106,500.184,0,512.0552,90.5835,7.6052,326.2473,0,0,28.5055,23.1103,20.624,24.1149,372.4814,5.9856,9,4.2124,23.0354,3.1309,21.2705,47.5254,271.4476,27.2155,190.3939,97.2744,100.0605,0.9637,0,0,9,0,0,9,1.4176,0.4706,0.5874,0,1.1954,0,0,304.7688,0.1726,0.222,6.514,3.2017,3.0366,16.1196,0,0,0.7493,0,2.3071,4.8667,10.3954,0,3.204,2.6103,5.1778,3.0996,0,52.0241,39.3296,1.0855,0.5197,0,0,0,8.4695,0,19.8555,2.9711,34.6497,18.5738,2.781,10.7397,3.3379,4.0932,3.0281,355.9493,41.9395,33.5094,6.7723,19.6756,34.6466,9.7174,26.3244,3075.7847,0,22.0857,0,396.5566,249.6985,74.9857,1277.1589,334.7142,79.8115,1245.175,0,690.3273,30.3144,879.4947,8681.9629,314.6023,0,144.3624,360.5865,53.5139,69.9602,76.4383,81.182,809.9859,0,0,302.459,3948.5977,0,128.4689,195.1276,618.668,171.9705,103.8122,1.5888,0,8.1434,43.4424,0.0646
"Brunei",60.4932,1.0787,0,9,0,0,0.0089,0,0,0,9.0224,0,0,0,0,0.7732,9,0,9,0,0,9,0,0,0,0,9,0,0,1.1584,9.0039,0,0,1.2135,0.011,222.3896,0.8274,19.9704,2.4161,0.1439,13.9195,0,7.1534,1.5784,0.0266,38.9923,0,0,0,1.6394,0,0,21.186,0.0026,9,0.1645,0.018,0,9,0,0,1.048,3.9242,0.4413,7.7606,9,0,0,9,0,0,0,0,9.0314,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0.0004,0,0,0,0,0,0,9,0,0.0045,0,0,0,0,0,0,0.0552,0,0,0,0,9,0,0,0.1087,0,9,0,0,0,9,0.0552,0.528,0,23.3076,9,0,9,262.5669,1132.0911,1.2513,0,0.0216,0.2942,0,0.0445,0,0,141.074,9,0,0,101.4781,128.4689,0,110.948,18.382,11.8525,0.0209,0,0,0,0,9
