"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"German Democratic Republic",152.78999,180.73,0,0,0,0,0.26069999,0,0,0,0,0,0,0,0,41.470001,0,0,0,0,5.8718061,0.71719998,0,34.044998,8.8000002,8.1708002,0,0,1.76,180.16901,0,0,53.57,7.2709999,3.4572999,100.87,3.7950001,110.99,112.3943,5.5256839,283.91,77.330002,46.474998,3.3329999,0,0,608.25598,385.66,560.59302,0,93.389999,1.2869999,0,417.582,19.294001,2.0525999,0,495.05499,0,73.579002,68.419998,10.648,42.030998,0.25850001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.305698,0,0,0.11,0.0528,0,0,0,0,0,0,0.0033,0,0,0,0,20.413799,0,0,4.3218894,5.5967999,0,0,0,0,0,8.8990002,0,0,0,2.3099999,4.961,1.199,110.05883,2.9953001,0,1.375,0,29.634001,34.528999,0,0,0,0,0,0,0,0,0,0,0,12.658111,64.900002,0,0,0,0,358.70999,81.626312,0,2.299,1.617,0,0.40920001,0,0,0.011,0,0,0,3.0580001,7.3920002,0.53899997,11.55,32.438999,2.5366001,6.0170002,0,0,0.0055,0
"Poland",161.33,37.459999,0.38,34.77,0,0,0,0,0,0,0,0,0,0,0,8.6000004,0,0,4.3119998,7.0359998,0,2.8599999,0,1.5700001,0,0.011,0,5.3800001,7.4699998,84.440002,0,0,0,30.559999,3.9200001,420.14999,4.8299999,165.45,94.418083,4.641912,235.95,330.37,33.18,3.6600001,0,807.42999,0,279.53,382.25,745.97998,200.49001,4.0300002,16.629999,313.03,10.77,0.16,238.94,413.26001,4286.2002,21.719999,119.47,30.49,28.99,1.29,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0.161,0,0.001,8.9906015,0.156,1.9,1.448,0,0,0.034377374,0,0,0,0.72500002,0,0,0,0,0.241,0,0,0,0.449,0,0,0,0,0,0.035,0,0,0,43.25,2.6099999,5.21,245.08,7.7950001,130.16,49.400002,0,11.06,0,0,8.9499998,0,0,0,0,0,0,0,0,0,0,170.17,7.2600002,0,21.41,0,123.3,67.669998,0,7.8600001,7.8699999,0,6.4749999,0,0,12.31,0,0,21.280001,13.17,13.43,0.56999999,34.09,91.68,3.2869999,9.4300003,0,0,0,0
"Austria",654.5,62.299999,0.1,2,0.010842303,0.69999999,0.022,0.5,0.0089999996,0.003,0,0,0,0,0,116.6,0,6.8000002,9.6999998,16.700001,5.8000002,17.6,15.9,26.700001,5.3000002,0.061999999,0.5,2.5,3.4000001,159.7,8.6000004,4.9000001,15.3,10.2,9.6999998,417.20001,45.400002,532.59998,383.5437,18.8563,794.59998,920.40002,104.9,63.700001,0,151.39999,195.60001,0,327.20001,410.29999,1789.4,1.9,6.3000002,193.3,62.5,3.4000001,25.9,87.400002,825.59998,110.1,340.79999,75.300003,128.8,2.2,0,0.1,0,0,0,0,0,0,0,0,15.6,2.5,0,0.1,1.2,3.0999999,0.60000002,4.6999998,91.800003,0.30000001,0.1,0.5,0,2.9000001,1.4,4.4000001,0.69999999,0.2,0,0,0,5,0.60000002,0.1,0.60000002,12.1,0.2,59.200001,0,0,0,0.1,0,0.60000002,0,5.0999999,178.8,57.299999,154,1,20.200001,57,0.2,49.299999,2.3,0.2,2.8,41.299999,267.39999,0.0089999996,0.1,0,0,0,0.40000001,0,2.4000001,31.5,0,69.699997,0.2,75.099998,678.20001,34.200001,0,8.3000002,0.1,0,4.5,0,0,13.6,0,0,0.60000002,42.900002,20.9,21.4,17.6,17.4,0.69999999,15.4,0,0,0,0
"Hungary",223.32001,19.35,0,12.24,0,0,0,0,0,0,0,0,0,0,0,21.32,0,0,1.949,0,1.756,0.25400001,0,17.65,0,0,0,5.7399998,6.7600002,231.71001,0,0,20.07,10.67,5.9499998,180.85001,7.4099998,106.04,84.705589,4.164413,159.46001,182.17999,27.450001,3.4100001,0,569.78003,371.01999,398.20999,0,420.41,196.64999,0.76999998,8.6700001,309.44,39.080002,2.04,134.82001,155.42999,2438.4299,46.09,74.849998,19.57,30.73,0.54100001,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,6.7800002,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0.22,0,0,0,10.22,8.6400003,3.0999999,369.91,13.82,212.82001,9.4399996,19.129999,19.02,6.8699999,4.3899999,0.47999999,5.9000001,0.28,0,0,2.45,0,0,0,0,0.16,29.77,3.52,0,6.0599999,0,99.580002,18.6,0,18.299999,2.8199999,0,0.60000002,0,0,7.2399998,0,0,9.54,18.92,4.9400001,1.14,6.6900001,22.93,0,3.5599999,0,0,0,0
"Czechoslovakia",124.34952,30.368933,0,75.339806,0.17564531,0,0.69902915,0,0,0,0,0,0,0,0,14.912621,0,1.03,5.2815533,0.72000003,9.0097084,11.572816,1.7087379,11.106796,0,0,0,6.2912621,10.097087,141.74757,7.7669902,0,0,38.990292,16.38835,277.04855,4.1941748,145.78641,93.350571,4.5894289,360.07767,475.26215,41.087379,4.1941748,0,0,622.44659,616.5437,499.65048,0,119.1,6.524272,24.466019,859.80585,29.747572,4.5825243,275.96115,231.37865,4618.874,69.20388,97.087379,29.747572,37.126213,2.3300972,0,0,0,0,0,0,0.62135923,0,0,0,1.7087379,0,0,0,0,0,0,5.2815533,2.0970874,2.4854369,0,0,0,0.3883495,0,0.3883495,0,0,0,0.001,0,3.8058252,0,1.7087379,9.8640776,0.62135923,0,0,0,3.3398058,0,0,0,0,0,19.106796,3.961165,4.1941748,0,5.2815533,126.67961,28.504854,0.3883495,73.786407,23.922331,1.8640777,4.1941748,0,0,0.02,0,0,0,0,0.34857315,0,9.0097084,130.40776,16.31068,0,12.271845,0,93.126213,75.106796,0,54.135921,17.398058,0.3883495,7.1456308,0,0,6.6796117,0.69902915,0.3883495,21.048544,45.747574,1.7087379,3.8058252,32.54369,65.242722,2.3759999,18.873787,0,0,0,0
"Italy",4784.3999,524.40002,54.099998,37,19.6,2.1300001,0.69999999,97.199997,0.34099999,0.030999999,0.40000001,0,0.00074074074,0,0,563.20001,0.1,49.900002,19.299999,18.6,15.4,44,65.199997,177.60001,762.09998,4.0999999,17.799999,20.799999,112.6,1006.6,1.7,32.299999,194.60001,392.5,27.799999,3124.5,206.39999,3925.5,2595.3059,127.594,10121.7,3096.8999,1122.6,200,0,118.9,302.5,1412.9,304.5,223.89999,0,37.200001,27.700001,1013.8,773.59998,8.8999996,100.5,624.5,3581.6001,262.29999,863.59998,261.39999,733.40002,33.099998,0,0.30000001,0,2.7,7,3.9000001,23,0.69999999,61,1.5,264.89999,35.299999,4.0999999,109,0.30000001,2.5,11.6,59,1264.9,81.800003,7.0999999,3.3,65.300003,102.9,21.700001,33.599998,28.9,4.0999999,2.3,25,7.5,27.299999,10.9,4.0999999,77.400002,65,0.40000001,1288.1,0,5.9000001,7.8000002,14.6,0.40000001,7.0999999,0,148.7,1339.6,303.79999,2688.3999,40.200001,2627.3999,420.29999,1219.4,1575.5,328.60001,11,22.6,215.60001,2980.3,3.0999999,99,1053.2,8.5,183.10001,453.89999,33.5,4.9000001,413.79999,0.30000001,218.8,2.3,177.2,1114.3,183.7,0,98,50.599998,5.4000001,20.6,0,0,119.1,0.1,0,0.69999999,149.39999,176.89999,35.200001,180.89999,428.70001,1,97.199997,0.80000001,0,1.6,0
"Malta",83.790001,0.98000002,0,0.039999999,0,0,0.1,0.02,0.02,0,0,0,0,0,0,0.0099999998,0,0.18000001,0.029999999,0.02,0,0.0099999998,0,0,0,0.0020000001,0,0.23,0.059999999,5.9299998,0,0.02,0.079999998,7.6399999,0.31999999,123.37,7.8800001,27.610001,12.81974,0.6302616,25.08,9.2299995,12.13,1.55,0,0.51999998,4.6799998,5.3000002,1.28,3.6099999,196.13,0,1.27,11.8,4.8600001,1.1799999,2.8699999,0.30000001,1.64,0.88,5.4899998,1.01,8.9899998,0.07,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0.94999999,2.02,0,0.93000001,0,0,0,0,0.0099999998,0,0,0.050000001,0,0,0,0,0,0.0099999998,0,0,0,0.012,0.039999999,0.73000002,0,0,0,0,0,0,0,0.2,0,0.50999999,0.25,0.039999999,0.050000001,2.4200001,0.050000001,0.029999999,0.0099999998,0,0,0,0.090000004,0.033,0,0,0,0,0.02,0,0.0099999998,3.4200001,0,2.4200001,0.68000001,0.75,10.6,0.60000002,0,0.28,0.0099999998,0.02,0.050000001,0,0,0.33000001,0,0,0,1.4400001,2.96,0.079999998,2,2.6800001,0,2.1800001,0,0,0,0
"Albania",4.6199999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8315001,0,0,3.8742001,0,0,0,0,0,0,0,0.33000001,0,0,0,0,0,4.9499998,0,6.4899998,4.2986641,0.21133681,16.940001,4.0700002,1.837,0.41800001,0,0,19.492001,5.7199998,11.352,22.524271,29.809999,0,0,41.525002,8.9209995,0,0,32.702999,0,0.25299999,3.6300001,0.055,1.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0,0,0.16500001,0,1.628,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4000001,0,0,0,0,4.9499998,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yugoslavia",775.03003,35.849998,0.07,0,0,0,0,0,0,0,0,0,0,0,0,4.1700001,0,0,1.085,0,0,0,0,0.2,0,0.003,0,3.73,35.93,75.849998,0,0,30.440001,5.52,3.369,247.06,11.87,166.2,116.7311,5.7388949,410.13,226.58,54.049999,8.6099997,0,419.39999,317.03,428.51999,296.79001,682.40997,979.57001,0.25999999,50.049999,0,88.410004,0.38,102.32,132.49001,2463.22,10.71,136.46001,49.389999,37,0.477,0,0,0,0,0,0,3.9100001,0,0,0,7.77,19.59,0,2.74,0,0,50.959999,1.286,7.6900001,2.934,0,0,0,6.8000002,0,1.3049999,3.6099999,0,0,0.0020000001,0,4.6300001,0,0,28.809999,1.892,0,0,0,7.8499999,0,0,0,0.0049999999,0,36.290001,82.260002,14.48,316.79999,19.280001,340.37,21.450001,706.79999,33.860001,21.77,3.71,16.360001,31.77,0.1,0,0,2.6800001,0,0,0,0,0,21.629999,0,0,0,0,82.739998,18.379999,0,0.33000001,2.8299999,4.6662245,12.29,0,0,0.1,0,0,0,29.200001,1.08,0.07,15.92,48.009998,0.0040000002,4.6999998,0,0,0.012,0
"Greece",344.09,40.490002,0.15000001,0.1,0,0,0.079999998,5.5700002,0,0.090000004,0,0,0.0099999998,0,0,0.83999997,0.050000001,0.917,0.1,0.0040000002,0.050000001,0.029999999,13.63,0.029999999,0.1,0,2.21,0.52999997,5.5999999,80.190002,0.059999999,2.27,9.1800003,9.1400003,3.22,393.72,73.169998,615.72998,290.42191,14.27812,652.83002,112.16,66.510002,11.95,0,47.380001,19.030001,137.98,37.869999,33.380001,849.01001,0.81,18.440001,72.790001,0,5.4400001,65.830002,32.880001,248.94,64.550003,96,34.130001,92.169998,7.8899999,0,0,0,0.029999999,0.11,0.25999999,7.1956306,0.36739179,3.46,0.16,33.169998,0,0.41999999,0.72000003,0.02,3.99,1.7,4.75,0.25999999,12.19,0.059999999,0.039999999,1.77,2.8299999,0.36000001,1.36,0.52999997,0,0.0099999998,0.68000001,0.13,1.8,0.039999999,0,16.469999,1.33,1.5700001,38.84,0.02,2.3099999,0.34999999,0.31,0.56,0.38,0,10.67,70.349998,51.490002,348.29001,6.29,51.860001,117.27,371.32001,6.0300002,25.940001,0.82999998,0.25,29.42,1133.39,0,0,0.87,9.9200001,0,0.60000002,27.84,0.07,26.76,0,33.84,0.090000004,13.73,656.57001,11.25,0,1.1799999,0.5,0,1.73,0,0,3.3299999,0,0,0,10.99,4.2800002,2.5,3.8,30.639999,0.109,31.559999,0,0,0,0
"Cyprus",73.728996,13.301,0,0.741,0,0,0.02,0.029999999,0.0080000004,0,0,0,0,0,0,0,0,0,0,3.5680001,0,0.093999997,0,0,0,0,0,0,0,13.946,0,0,0,12.969,0.47400001,165.175,6.3210001,27.164,21.10253,1.037472,65.310997,13.014,24.834,4.6420002,0,2.6860001,2.04,14.283,6.2470002,7.7449999,118.134,0.42399999,0,4.3200002,91.873001,0,2.4779999,33.410999,18.084999,4.664,14.806,3.29,8.2469997,0.021,0,0,0,0,0,0,0,0,0,0,1.834,0,0,0,0,0.43599999,0,0.14399999,0.237,0,0,0,0.010759331,0,0,0,0,0,0,0,0,0.0089999996,0,0,0.00087175285,0.33700001,0.36500001,0,0,0,0,0,0,0.0020000001,0,0.20299999,7.5190001,0.28999999,21.239,0.461,1.529,2.3800001,79.216003,6.1220002,18.202,2.3080001,0.025,9.4300003,0.70999998,0,0,0.071999997,0.026000001,0,0.064999998,0,0,3.3469999,0,11.456,0,6.7199998,133.586,1.4680001,0,1.052,0.12,0,0.14300001,0,0,1.551,0,0,0,1.183,3.6789999,0.185,2.0639999,1.2589999,0,4.9559999,0,0,0,0
"Bulgaria",72.379997,6.8200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3952146,1.6390001,0,4.9499998,0,0,0,0.484,7.0619998,61.248001,0,0,0,34.331001,0.47299999,74.139999,2.1889999,84.809998,52.317871,2.5721231,122.1,116.71,41.987,5.1259999,0,0,334.35599,158.95,169.994,259.91174,128.37,1.903,0,129.71201,47.872002,5.0028,0,225.896,0,18.304001,51.040001,3.6849999,16.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2374001,0,0.0275,2.8599999,0,0,0,0.0011,0,0,0,8.4160995,0,0,0,0,2.8347001,0,0,0,11.4521,0,0,0,0,0,0,0,0,0,9.79,2.2880001,8.5469999,187.93672,1.408,0,22.285999,0,6.9299998,6.941,0,2.2219999,11,0.99000001,0,0,0,0,0,0.67100328,0,0,26.290001,0,0,0,0,155.32001,30.345884,0,20.438,8.5799999,0,1.0075999,0,0,0,0,0,0,5.7859998,17.27,0,0.66000003,0.396,0,0.64899999,0,0,0,0
"Romania",231.21001,21.25,0,68.769997,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,1.687,0.50999999,13.26,0,0,0,0.14,3.3,103.31,2.977,0,5.1799998,4.7600002,0.050000001,136.62,0.94999999,66.870003,31.6252,1.5548019,115.33,63.880001,16.93,11.24,0,518.23999,523.82001,86.919998,200.92999,263.67999,102.76,0,30.18,142.33,54.259998,0.382,216.63,0,1857.97,5.2800002,44.68,17.5,3.74,0.027000001,0,0,10.78,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,10.94,0,0,0,18.615,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,9.6420002,0,0,0,0,0,0,0,0,0,25.200001,0,39.91,379.92999,5.9899998,583.96002,67.059998,32.560001,330.82999,629.51001,0.56,26.35,15.18,282.45999,0,0,3.55,0,0,0,0,0,318.70001,11.67,0,24.27,0,87.889999,57.560001,0,2.75,8.7399998,0,1.7,0,0,20.51,0,0,3.6199999,1.3099999,6.7199998,0,19.360001,28.129999,0,0.23999999,0,0,0,0
"Russia",2203.1899,1573.77,0,0,0,45.749001,12.4938,0,0,0,1.9261,0,0,0,0,6.5999999,0,0,0,0,10.060147,27.1546,0.3443,23.716,6.5999999,0.0022,0,6.4460001,18.777,737.92401,9.7812004,0,0,1799.457,68.076797,743.71002,67.352997,596.09003,698.37549,34.334499,2464.22,245.74001,367.91699,60.841,0,0,3973.0349,658.23999,3033.5249,3832.3743,2072.3999,6.4239998,0,2968.988,155.84801,21.7668,0,1927.585,0,3616.1731,320.10001,131.065,86.119003,66.872299,0,0,0,0,0,0,0.0462,0,0,0,61.522999,0,0,0.1881,0,55.943802,2.0525999,1.7875,65.779999,7.4624,0,0,0.6512,0,0,6.5351,4.8631001,0,0,0.0022,0,1.9579999,0,0,0.66261935,0,0,0,0,0,0,3.0646,0,0.7403,0,40.59,18.15,0.044,0,37.104099,0,97.592003,0,252.274,227.37,0,0,0,0,0,0,0,0,0,0,0,0,351.01001,0,0,0,0,3103.8701,1423.4246,0,72.897003,46.299,14.18478,43.6898,0,0,71.950996,0,0,0,331.87,197.73599,94.721001,55.330002,531.35498,0.84039998,256.069,0,0,0,0
"Finland",730.96002,95.43,0,14.66,1.23,3.8699999,0.56,0.02,0.02,0,0,0,0,0.039999999,0,5.1399999,0.0020000001,19.120001,3.74,1.33,0.49000001,30.889999,7.1900001,56.52,4.0999999,0.07,0,3.9300001,1.76,90.339996,0.23999999,0.039999999,17.139999,15.03,5.5999999,853.19,43.16,341.85999,215.19051,10.57949,418.59,216.87,97.489998,77.919998,0,76.360001,161.97,150.61,45.75,55.259998,384.75,0.88999999,0,16.879999,20.950001,1.39,5.0799999,11.96,3278.3799,0,1435,362.54001,311.92001,8.4899998,0,0.17,0,0,0,0,0.0099999998,0,0,0.039999999,2.01,0.28,0,0.059999999,0.059999999,0.74000001,0.60000002,0.74000001,1.23,1.715,0,0,0.0099999998,11.36,1.2,13.21,12.53,12.19,1.3099999,0.001,0,4.04,0,0.63,7.75,1.1900001,1.09,14.12,0,0,0.039999999,0.37,0.02,0,0,13.37,3.22,0.44,0.62,2.05,125.23,7.9099998,0.12,2.3800001,0.38,0.2,0.0099999998,34.220001,135.60001,0,0,0,0,25.334301,0,0,0.72000003,35.130001,0,22.66,0.059999999,48.189999,700.47998,8.4499998,0,5.5,0.28,1.37,0.92000002,0,0,11.18,0,0,0,13.06,11.23,10.42,4.6300001,37.860001,0.07,9.1899996,0,0,0.0020000001,0
"Sweden",2206.5,146.10001,4.3000002,0.1,0.1,3.8,0.5,5.4000001,0.108,0,0,0,0,0,0,16.5,0,8.6000004,10.7,3,0.2,18.700001,18.799999,86.900002,175,0.60000002,7.9000001,0.40000001,41.200001,231.39999,1,0.1,48.299999,23.799999,1.5,3611.3,110.6,1083,704.65668,34.643299,1208.6,518.09998,196.5,176.89999,0,417.60001,165.8,302.89999,62,74.099998,791.29999,11.6,8.8999996,77,45.799999,4.6999998,15.2,34.5,948.40002,1535.6,0,1947.8,1683.48,10.9,0,0,0,0,0,0.30000001,0,0,0,0,4.5,0,1,3.3,0.1,35.799999,0.1,8.6000004,205,3.5999999,0,0,0.5,0.69999999,0.2,19.5,3.3,0.40000001,3.2,0.015,0,19.700001,0,0.1,32.900002,3.3,0.40000001,51,0,0,1.6,0.5,0.1,0.028000001,0,28.799999,70.199997,2,192.39999,2.3,144.89999,43.700001,0,10.2,2.5,0.5,0.1,44.900002,50.799999,0,0,0.60000002,0.059999999,0,114.50627,0,1.2,78.5,0,117.7,0.30000001,122.9,997.59998,36.400002,0,18.4,3,2.4000001,12.2,0,0,29.6,0,0,0.1,51.5,109.8,26.799999,23.9,41.599998,5.3000002,12.7,0,1.4,0,0
"Norway",1267.5601,231.89,0,0.059999999,0.090000004,0.02,46.82,0.039999999,0.003,0,0,0,0,0,0,7.2600002,0.02,5.5799999,3.8699999,0.54000002,0.25,8.6800003,11.46,28.26,14.56,2.46,48.5,0.11,1.61,111.79,0.079999998,1.3200001,2.02,13.64,0.88999999,1406.13,46.41,484.85999,329.0527,16.17734,484.98001,214.25999,97.080002,87.370003,0,228.10001,45.939999,146.24001,14.19,28.639999,463.39999,1.3,0.63999999,18.35,9.6899996,1.65,0.97000003,32.849998,131.03999,469.32001,2539.3401,0,872.71997,6.4499998,0,0,0,0,0,0,0.0099999998,0,0,0,0.91000003,0.0099999998,0,12.99,0.039999999,8.9899998,0.73000002,0.039999999,4.48,19.959999,0,0,0.12,0.0099999998,0.039999999,0.85000002,0.34999999,0.161,0.0080000004,0.014,0.50999999,0.34,0,0.039999999,0.010461034,3.5699999,0.41,31.15,0,0,0,0.12,0,0.050000001,0,17.389999,0.30000001,1,0,1.03,11.58,6.3600001,0.1,16.120001,0.07,0.07,0.2,23.24,51.740002,0.16,0.029999999,0.039999999,0,0.079999998,0.059999999,0.029999999,0.63,28.74,0,27.15,0.079999998,185.19,742.15997,13.62,0,9.6000004,0.23999999,1.0599999,2.5599999,0,0,8.4499998,0,0,0.039999999,17.51,24.879999,6.48,7.6100001,98.510002,0.68000001,5.25,0,1.5700001,0.027000001,0.1
"Denmark",877.65002,72.129997,0.93000001,1.28,1.63,1.7,0.81999999,19.200001,0.41,0.0099999998,0.079999998,0,0.00037037037,0,0,6.6300001,0.039999999,1.9299999,2.99,0.56999999,0.13,5.46,3.3900001,26.07,34.580002,0.38999999,0.050000001,0.92000002,7.7399998,185.03999,0.029999999,1.6,2.3299999,138.27,0.95999998,1734.61,60.540001,964.27002,501.90469,24.675329,733.33002,300.67999,145.87,79.43,0,172.56,109.73,164.23,38.970001,59.34,567.07001,3.05,0.1,38.560001,37.990002,1.91,4.21,13.02,272.91,668.95001,2140.8201,669.62,0,13.5,0,0,0,0,0,2.02,1.8200001,0.44,0.02,0.0020000001,12.73,0.41999999,10.15,4.3499999,0.0099999998,0.94999999,1.9400001,3.55,74.669998,0.2,0.0099999998,1.3200001,2.1600001,1.13,0.98000002,4.4200001,5.8400002,0.22,0.039999999,0.0099999998,0.0099999998,4.5700002,1.15,0.91000003,0,6.1900001,0.60000002,141.28,0,0,0.1,0.89999998,0.079999998,2.6900001,0,17.27,0.75999999,3.8099999,14.19,2.0699999,31.16,18.02,0.57999998,11.85,2.0599999,0.23,0.029999999,22.959999,83.879997,0,0,237.11,0.02,0.039999999,0.039999999,15.24,1.6900001,95.580002,0.039999999,50.439999,0.079999998,50.650002,589.67999,66.139999,0,22.860001,1.96,9.9499998,6.25,0,0.039999999,30.84,0,0.55000001,0.090000004,41.709999,19.5,18.610001,32.959999,38.669998,1.52,14.61,0.30000001,2.53,0.059999999,0.13
"Iceland",65.223999,3.3139999,0,0,0.0054211514,0,0.041999999,0,0,0,0,0,0,0,0,0.264,0,0.107,0.417,0.001,0.0060000001,1.168,0.99599999,0.486,0,0,0,0,0.079999998,3.642,0,0,0.111,0.227,0.104,70.942001,1.71,59.664001,19.39641,0.9535929,18.898001,8.9420004,7.6570001,18.524,0,2.645,2.0050001,4.869,0.45300001,2.8039999,19.799,0.02,0,0.33700001,0.17,0.026000001,0.13,0.101,82.919998,20.294001,68.546997,63.971001,79.778,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0.030999999,0,0,0.013,0,0,0,0.19629219,0,0,0.068000004,0.0020000001,0,0,0,0,0,0,0,0.027896091,0.0020000001,0,1.016,0,0,0,0.0040000002,0,0.0040000002,0,0.72299999,0,0.090000004,0,0.12899999,0.064999998,0.163,0.035999998,0,0.003,0,0,0.676,0,0,0,0,0,0,0,0,0.011,1.8200001,0,2.47,0,1.734,33.016998,1.0930001,0,0.121,0.003,0.081,0.079000004,0,0,0.26499999,0,0,0,0.50300002,0.34200001,0.207,0.056000002,34.632,0,5.3200002,0,0,0,0
"Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.096909,0.1030911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,1.3200001,0.5242272,0.025772801,0.76999998,0,0.264,2.4749999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guinea-Bissau",0,0,0,0.30933461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31900001,0,0,0,0,0,0.66000003,0,3.8499999,1.782373,0.087627403,3.74,0,1.98,13.453,0,0.20936327,0,0,0,0.0038763019,12.65,0.198,0,0,0,0,0,1.034,1.7311634,0.011,1.3200001,0.14300001,0.29699999,0,0,0,0,0,0.11047526,0,4.8927999,0,0,0,0,0.049536455,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11786263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,2.3099999,0,0,0,0,1.21,0,0,0.011,0,0,0,0,0,10.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equatorial Guinea",0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4000001,0,5.1256466,0,1.3,0.28594211,0.0140579,1.5,0.30000001,7.6400003,0.19,0,0,0,0,0,0,3.6624744,0,0,0,0,0,0,0,0.66645521,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6058684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060000001,0,0,0,0,0,0,0,0,0,0.87,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5733547,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
